AutoID	OwnerID	VIN	Make	Model	Year	DriveTrain	EngineType	ExteriorColor	InteriorColor	Transmission
1725	725	NR0SA18C6MJ0CCXNP	Contoso Motors	Minivan	2011	FWD	6 Cylinder	Midnight Black	Silverstone	Automatic
1726	987	DRWBKV5QE7DVWAU52	Contoso Motors	Crossover	2004	FWD	6 Cylinder	Silver	Beige	Automatic
1727	955	JJJIT8DTGXFM0VCAB	Contoso Motors	Hatchback	2016	FWD	Electric	Blazing Gray	Dark Gray	Automatic
1728	834	VW8W9V1YBK90CNUA1	Contoso Motors	Truck	2005	RWD	Electric	Silver	Black	Automatic
1729	989	5F2WJD2504ZITUWH9	Contoso Motors	Crossover	2007	FWD	6 Cylinder	Silver	Beige	Automatic
1730	646	I5W0PH8ULHIVIG8H4	Contoso Motors	Sedan	2009	AWD	Electric	Blazing Gray	Nutmeg	Semi-automatic
1731	963	3Y56J5XSHHIZ2HFCT	Contoso Motors	Hatchback	2016	AWD	Electric	Blazing Gray	Beige	Automatic
1732	732	27YT7WTB98IX4L9DL	Contoso Motors	Minivan	2016	FWD	6 Cylinder	Volcanic Orange	White	Automatic
1733	999	B2C46I8SHH5Q08LUL	Contoso Motors	SUV	2016	AWD	6 Cylinder	Silver	Beige	Automatic
1734	6	FBJQ161J0SU3XU4IJ	Contoso Motors	SUV	2007	FWD	Electric	Silver	Beige	Automatic
1735	982	RZ9GTU4PGH4XKDHPW	Contoso Motors	Commercial	2010	AWD	8 Cylinder	Silver	Black	Automatic
1736	736	UHEJIUFBZCYY9CH44	Contoso Motors	Convertible 2DR	2005	AWD	4 Cylinder	Deep Blue	Brown	Automatic
1737	219	02PA8MBT8WD7OWXL1	Contoso Motors	Coupe	2016	FWD	Electric	Silver	Ivory	Automatic
1738	738	1S75U8FVSTNS1B5GL	Contoso Motors	Hybrid	2014	FWD	Hybrid	White Silver	Smoke White	Semi-automatic
1739	912	9WZO4FCN511COUNSE	Contoso Motors	Truck	2013	FWD	Electric	Silver	Black	Automatic
1740	972	WI6VDD1ARHRCAOBOJ	Contoso Motors	Wagon	2007	FWD	Electric	Blazing Gray	Brown	Automatic
1741	647	YTJ51G030H2TMZ1OT	Contoso Motors	Sedan	2004	AWD	Electric	Electric Blue	Red	Semi-automatic
1742	715	JPDBX1NWE0A6WXK0W	Contoso Motors	Sedan	2007	RWD	Electric	Racing Green	Beige	Semi-automatic
1743	718	3FZRIHE0VMBV7V12F	Contoso Motors	Sedan	2005	AWD	Electric	Thunder Gray	Gray	Semi-automatic
1744	20	RT0EVODU2WMUFGWOA	Contoso Motors	Wagon	2016	FWD	Electric	Blazing Gray	Brown	Automatic
1745	960	8RRMNKA6SN8JH8R6M	Contoso Motors	Truck	2004	AWD	Electric	Silver	Black	Automatic
1746	26	AVI2ZLRQCTFNGFE9O	Contoso Motors	Truck	2010	FWD	Electric	Silver	Black	Automatic
1747	689	8CEDMXZMCVTNXRU74	Contoso Motors	Coupe	2011	FWD	Electric	Silver	Ivory	Automatic
1748	748	1RSOR232QDNZZ6BBM	Contoso Motors	Hybrid	2014	FWD	Hybrid	Deep Blue	Brown	Semi-automatic
1749	9	WJ9J39U387P1N2G5J	Contoso Motors	SUV	2004	FWD	8 Cylinder	Silver	Beige	Automatic
1750	510	9L2WOKP3K45W1WN7X	Contoso Motors	Commercial	2010	AWD	8 Cylinder	Silver	Black	Automatic
1751	751	LY6F0YA00Y86CGISY	Contoso Motors	Convertible 2DR	2013	AWD	6 Cylinder	Racing Green	Beige	Automatic
1752	13	KH69C01UU2UHF4ONV	Contoso Motors	Crossover	2011	FWD	6 Cylinder	Silver	Beige	Automatic
1753	14	2OINCR4ERI6O76LOK	Contoso Motors	SUV	2005	AWD	Electric	Silver	Beige	Automatic
1754	754	HZ0L5C2W3FWWD236E	Contoso Motors	Minivan	2007	FWD	6 Cylinder	Thunder Gray	Gray	Automatic
1755	29	CUG33X4JOKD5B9DPA	Contoso Motors	SUV	2011	AWD	Electric	Silver	Beige	Automatic
1756	756	TS3Y5M400JJTJ8YEC	Contoso Motors	Minivan	2011	FWD	6 Cylinder	Volcanic Orange	White	Automatic
1757	32	9VWJ26SNMDE0MEI4Q	Contoso Motors	SUV	2005	AWD	Electric	Silver	Beige	Automatic
1758	758	FY5UV1NQ4UJTUU8UB	Contoso Motors	Minivan	2005	FWD	6 Cylinder	Blue	Old Lace	Automatic
1759	759	ZYPF5QNPQ7PNFK3PY	Contoso Motors	Minivan	2007	FWD	6 Cylinder	Silver	Ivory	Automatic
1760	760	JU3Q3513FALGQ08W3	Contoso Motors	Minivan	2016	FWD	6 Cylinder	Deep Blue	Brown	Automatic
1761	761	MJ70EVZCNL9XX8G1S	Contoso Motors	Minivan	2011	FWD	6 Cylinder	Midnight Black	Silverstone	Automatic
1762	762	VI68NRJ8R9N5BSMPG	Contoso Motors	Minivan	2005	FWD	6 Cylinder	White Silver	Smoke White	Automatic
1763	766	HYUG7ML73M5VXE80S	Contoso Motors	Sedan	2005	FWD	Electric	Thunder Gray	Gray	Semi-automatic
1764	151	L4314B5E2KN0VTXPB	Contoso Motors	Hatchback	2012	FWD	Electric	Blazing Gray	Brown	Automatic
1765	778	ZFN1NLE3ARXQ9QIQC	Contoso Motors	Sedan	2009	FWD	Electric	Thunder Gray	Gray	Semi-automatic
1766	837	YA7V5AXQATUJ29WXF	Contoso Motors	Sedan	2014	FWD	Electric	Pepper White	Dark Gray	Semi-automatic
1767	33	L5RLIIHHEZCF5I817	Contoso Motors	SUV	2007	AWD	Hybrid	Silver	Beige	Automatic
1768	56	HHQRWJO5J5QX6UCGB	Contoso Motors	Truck	2016	FWD	Electric	Silver	Black	Automatic
1769	193	950LO0X8PNK5487WW	Contoso Motors	Truck	2004	FWD	Electric	Silver	Black	Automatic
1770	168	ZFVIDRM7CQVFL94XE	Contoso Motors	Wagon	2004	FWD	Electric	Blazing Gray	Brown	Automatic
1771	216	JWXZS5SPNAXAUPMIZ	Contoso Motors	Wagon	2011	AWD	Electric	Blazing Gray	Brown	Automatic
1772	772	APTZCVQF6U47AM6RU	Contoso Motors	Minivan	2015	FWD	6 Cylinder	Deep Blue	Brown	Automatic
1773	773	RGBKBUR5PY0XTFUYR	Contoso Motors	Minivan	2004	FWD	6 Cylinder	Midnight Black	Silverstone	Automatic
1774	35	FD9OG0V80KMOYR9B1	Contoso Motors	Crossover	2011	AWD	Hybrid	Silver	Beige	Automatic
1775	339	134T02W19WT2VNI5T	Contoso Motors	Hatchback	2004	RWD	Electric	Blazing Gray	Brown	Automatic
1776	211	R8T22E4QX2VMD4NAX	Contoso Motors	Truck	2011	AWD	Electric	Silver	Black	Automatic
1777	37	7Q7708FOQJAZWZBE6	Contoso Motors	Crossover	2005	AWD	Hybrid	Silver	Beige	Automatic
1778	861	DNLMNFXIQT6GQ5HPO	Contoso Motors	Sedan	2004	AWD	Electric	Pepper White	Dark Gray	Semi-automatic
1779	391	11HA9J4HC7G8RL2U1	Contoso Motors	Hatchback	2013	RWD	Electric	Blazing Gray	Brown	Automatic
1780	780	ZFHWOW6VA67ALFFGK	Contoso Motors	Minivan	2005	FWD	6 Cylinder	Volcanic Orange	White	Automatic
1781	47	H72CUVX2A4NLX2Y2V	Contoso Motors	SUV	2013	FWD	6 Cylinder	Silver	Beige	Automatic
1782	54	S5IPMWQCM63VARAJ0	Contoso Motors	SUV	2005	RWD	Hybrid	Silver	Beige	Automatic
1783	38	XFVZKAWXKSCH1CYYD	Contoso Motors	Commercial	2010	AWD	8 Cylinder	Silver	Black	Automatic
1784	784	HF4UKFMQ86SYX6V8D	Contoso Motors	Convertible 2DR	2004	FWD	Electric	Deep Blue	Brown	Automatic
1785	977	HV22RYC92SAU3UBDF	Contoso Motors	Coupe	2004	FWD	Electric	Pepper White	Dark Gray	Automatic
1786	786	NQRSIXZF2KVL8SFU1	Contoso Motors	Hybrid	2014	FWD	Hybrid	White Silver	Smoke White	Semi-automatic
1787	288	HKKEXL35XCVVERPBA	Contoso Motors	Truck	2015	AWD	Electric	Silver	Black	Automatic
1788	408	8Q0SLA97OMN4ID000	Contoso Motors	Wagon	2016	FWD	Electric	Blazing Gray	Brown	Automatic
1789	885	OK0280NTIJRD4GV19	Contoso Motors	Sedan	2005	FWD	Electric	Chili Red	Black	Semi-automatic
1790	5	I5GNNKNP7DE9X8MAL	Contoso Motors	Sedan	2005	AWD	Electric	Silver	Ivory	Semi-automatic
1791	31	3WCD7AMA2J9AZ7HCL	Contoso Motors	Sedan	2012	FWD	Electric	Midnight Black	Silverstone	Semi-automatic
1792	535	ZCH21XKUMFD1416PX	Contoso Motors	Hatchback	2016	RWD	Electric	Blazing Gray	Brown	Automatic
1793	313	N2TXGSXON7ICLCZ2C	Contoso Motors	Truck	2005	FWD	Electric	Silver	Black	Automatic
1794	336	Z7JLMXF3R4MVGV6HW	Contoso Motors	Truck	2016	FWD	Electric	Silver	Black	Automatic
1795	83	UEK5ALXCMX6B3SOP5	Contoso Motors	Coupe	2007	AWD	Electric	Pepper White	Dark Gray	Automatic
1796	796	AS8N7YAOVUXYD538A	Contoso Motors	Hybrid	2014	FWD	Hybrid	White Silver	Smoke White	Semi-automatic
1797	57	WZD0FAWB8AKGBDW70	Contoso Motors	SUV	2011	FWD	Hybrid	Silver	Beige	Automatic
1798	103	43OWHTKJL3PGWXUDQ	Contoso Motors	Commercial	2011	AWD	8 Cylinder	Silver	Black	Automatic
1799	799	JL9HGQYKX3Z1GTXH6	Contoso Motors	Convertible 2DR	2016	FWD	6 Cylinder	Electric Blue	Red	Automatic
1800	61	B9HA6Z09KY4TM0A76	Contoso Motors	Crossover	2004	FWD	Hybrid	Silver	Dark Gray	Automatic
1801	62	7JHXB50SUPQOL8XMX	Contoso Motors	SUV	2005	FWD	Hybrid	Silver	White	Automatic
1802	802	DYY2LF6JWHNB58M6W	Contoso Motors	Minivan	2005	FWD	6 Cylinder	Volcanic Orange	White	Automatic
1803	77	PE24KWIAW35HOI5W9	Contoso Motors	SUV	2007	FWD	6 Cylinder	Silver	Ivory	Automatic
1804	804	IVTNM5RLIWIA7LMSA	Contoso Motors	Minivan	2016	FWD	6 Cylinder	Blue	Old Lace	Automatic
1805	80	RRZM5JFZQHT7R0A64	Contoso Motors	SUV	2004	FWD	Hybrid	Silver	Smoke White	Automatic
1806	806	N9MF131UGWSR9U0GV	Contoso Motors	Minivan	2005	FWD	6 Cylinder	Deep Blue	Brown	Automatic
1807	807	OD05AHPM25NHX48OP	Contoso Motors	Minivan	2006	FWD	6 Cylinder	Midnight Black	Silverstone	Automatic
1808	808	F0F2WHGSIH4MS541Y	Contoso Motors	Minivan	2007	FWD	6 Cylinder	White Silver	Smoke White	Automatic
1809	809	YQ1CEMGT924O5514L	Contoso Motors	Minivan	2004	FWD	6 Cylinder	Racing Green	Beige	Automatic
1810	810	CSMZSNI8K7WGL9SH4	Contoso Motors	Minivan	2005	FWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
1811	125	9JVGMLPA2NEUMPT6K	Contoso Motors	Sedan	2004	FWD	Electric	Midnight Black	Silverstone	Semi-automatic
1812	578	TIQ2UHLCRYEJL4T5R	Contoso Motors	Wagon	2007	AWD	Electric	Blazing Gray	Brown	Automatic
1813	210	O5V5DV6OY6TERV773	Contoso Motors	Sedan	2013	FWD	Electric	Blazing Gray	Nutmeg	Semi-automatic
1814	270	3C1YNXSSPZQEWG7H8	Contoso Motors	Sedan	2007	FWD	Electric	Thunder Gray	Gray	Semi-automatic
1815	81	4VHS63K95IBOG1TZZ	Contoso Motors	SUV	2015	FWD	6 Cylinder	Silver	Beige	Automatic
1816	432	LSNWMQXA8YOK8STO7	Contoso Motors	Truck	2004	AWD	Electric	Silver	Black	Automatic
1817	458	TPD5S8UKQ1X3Z5K9L	Contoso Motors	Truck	2005	FWD	Electric	Silver	Black	Automatic
1818	587	8AH2ECGMEM9JP24RE	Contoso Motors	Hatchback	2006	FWD	Electric	Racing Green	Brown	Automatic
1819	775	WQKDPLZAT3A7XBYK7	Contoso Motors	Hatchback	2007	AWD	Electric	Racing Green	Brown	Automatic
1820	820	CXRPHGM4VI2L1FA4P	Contoso Motors	Minivan	2016	FWD	6 Cylinder	White Silver	Smoke White	Automatic
1821	821	O1NWZUDN720THHPDX	Contoso Motors	Minivan	2011	FWD	6 Cylinder	Racing Green	Beige	Automatic
1822	83	YEDKX73PT6BGST3H5	Contoso Motors	Crossover	2013	FWD	Hybrid	Silver	Red	Automatic
1823	908	V0L2KGR4VDZAYBQ4A	Contoso Motors	Hatchback	2016	FWD	Electric	Volcanic Orange	Brown	Automatic
1824	595	7Y758EU9YC4MYFRLG	Contoso Motors	Truck	2014	RWD	Electric	Silver	Black	Automatic
1825	85	HLBI37GB8RC4UGAP5	Contoso Motors	Crossover	2014	FWD	Electric	Silver	Dark Gray	Automatic
1826	293	TGFDQ9VIJ5X6MDMO8	Contoso Motors	Sedan	2004	RWD	Electric	Electric Blue	Red	Semi-automatic
1827	914	E73WPS71QUWYR1K45	Contoso Motors	Wagon	2016	FWD	Electric	White Silver	Brown	Automatic
1828	828	MJN7MCX1E4WVOGG92	Contoso Motors	Minivan	2004	FWD	6 Cylinder	Blue	Old Lace	Automatic
1829	95	RVRD9TF8CQZIGU49W	Contoso Motors	SUV	2016	FWD	4 Cylinder	Silver	Red	Automatic
1830	102	R8U6PF4JESGYE4MGI	Contoso Motors	SUV	2005	RWD	6 Cylinder	Silver	Brown	Automatic
1831	727	62CYUL4PG3PCMZ8C6	Contoso Motors	Commercial	2011	AWD	8 Cylinder	Silver	Black	Automatic
1832	832	1GESGTOO1FP3KZXLM	Contoso Motors	Convertible 2DR	2011	AWD	Hybrid	White Silver	Smoke White	Automatic
1833	467	2NAMMYRMFTRNA194Z	Contoso Motors	Coupe	2006	FWD	Electric	Racing Green	Beige	Automatic
1834	834	W81TWMICRR833W3T6	Contoso Motors	Hybrid	2014	FWD	Hybrid	Blazing Gray	Nutmeg	Semi-automatic
1835	601	80K0NUUU1CUV2ZBK1	Contoso Motors	Truck	2011	FWD	Electric	Silver	Black	Automatic
1836	962	HSYWQVTTD0Z6HRF4O	Contoso Motors	Wagon	2007	FWD	Electric	White Silver	Brown	Automatic
1837	339	YESD0077ML2GMPSIO	Contoso Motors	Sedan	2012	FWD	Electric	Racing Green	Beige	Semi-automatic
1838	390	HETWVNS7R9YFPECZZ	Contoso Motors	Sedan	2010	FWD	Electric	Volcanic Orange	White	Semi-automatic
1839	413	86P1ESMFO5MGSFRWG	Contoso Motors	Sedan	2005	FWD	Electric	Pepper White	Dark Gray	Semi-automatic
1840	963	RMY6DQK9ELFIMUZSG	Contoso Motors	Hatchback	2013	FWD	Electric	Racing Green	Brown	Automatic
1841	698	7TWHX14WEK0DEJUT6	Contoso Motors	Truck	2007	FWD	Electric	Silver	Black	Automatic
1842	721	OY0GDA2LRL6XE1XOB	Contoso Motors	Truck	2004	AWD	Electric	Silver	Black	Automatic
1843	105	BR0GT9CILRZ9A43F3	Contoso Motors	Coupe	2011	FWD	Hybrid	Racing Green	Beige	Automatic
1844	844	Y1RE4Q1EJZ1PUYCFN	Contoso Motors	Hybrid	2014	FWD	Hybrid	White Silver	Smoke White	Semi-automatic
1845	105	AA5UPOYD33EGVZSOQ	Contoso Motors	SUV	2004	AWD	6 Cylinder	Silver	Beige	Automatic
1846	255	6R64SKO0C3FR7140B	Contoso Motors	Commercial	2011	AWD	8 Cylinder	Silver	Black	Automatic
1847	847	NQHCP46HGWCGBRKX7	Contoso Motors	Convertible 2DR	2007	AWD	4 Cylinder	Electric Blue	Red	Automatic
1848	109	9DIDL80LPEKAJ8MDA	Contoso Motors	Crossover	2011	AWD	Electric	Silver	Dark Gray	Automatic
1849	110	PBNZG6IQCB8KONIBD	Contoso Motors	SUV	2013	AWD	Hybrid	Silver	White	Automatic
1850	850	O06VDJVYL92YUWDZY	Contoso Motors	Minivan	2005	FWD	6 Cylinder	Volcanic Orange	White	Automatic
1851	125	3VF7QH2ALJKCN2I67	Contoso Motors	SUV	2005	AWD	6 Cylinder	Silver	Ivory	Automatic
1852	852	GR75XOTA85XMLMLUP	Contoso Motors	Minivan	2007	FWD	6 Cylinder	Blue	Old Lace	Automatic
1853	128	J1W0CUNROHESE2OK9	Contoso Motors	SUV	2011	FWD	6 Cylinder	Silver	Smoke White	Automatic
1854	854	K1GW6D8UH0DW6ULJU	Contoso Motors	Minivan	2005	FWD	6 Cylinder	Deep Blue	Brown	Automatic
1855	855	YLTY2V3NF3W77WSAK	Contoso Motors	Minivan	2012	FWD	6 Cylinder	Midnight Black	Silverstone	Automatic
1856	856	ZP2VWPVYBL00QZCIT	Contoso Motors	Minivan	2016	FWD	6 Cylinder	White Silver	Smoke White	Automatic
1857	857	PLPRZO05BHM85ZZDD	Contoso Motors	Minivan	2011	FWD	6 Cylinder	Racing Green	Beige	Automatic
1858	858	E0681XOGP7TKBCYRW	Contoso Motors	Minivan	2013	FWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
1859	450	MCQ41XLMCAD42B6QR	Contoso Motors	Sedan	2015	FWD	Electric	Blue	Old Lace	Semi-automatic
1860	971	HZGPND740G0BNWYZG	Contoso Motors	Hatchback	2013	AWD	Electric	Silver	Brown	Automatic
1861	15	HNVCE6YFZSA5M82NY	Contoso Motors	Sedan	2007	FWD	Hybrid	Pepper White	Dark Gray	Semi-automatic
1862	35	OI8WD4DRDZEWW4COT	Contoso Motors	Sedan	2013	FWD	Hybrid	Racing Green	Beige	Semi-automatic
1863	129	SYK3UOPF19CTZGQAC	Contoso Motors	SUV	2014	FWD	6 Cylinder	Silver	Beige	Automatic
1864	920	NUJSKHZITRCC4FSEB	Contoso Motors	Truck	2011	RWD	Electric	Silver	Black	Automatic
1865	968	ML0FPNHO2KQCRJ005	Contoso Motors	Truck	2013	RWD	Electric	Silver	Black	Automatic
1866	980	LHTP6GFS9IDBZPJVA	Contoso Motors	Wagon	2016	FWD	Electric	Blue	Brown	Automatic
1867	28	0WR03RBQOIEE54NP1	Contoso Motors	Wagon	2007	RWD	Electric	Blue	Brown	Automatic
1868	868	NH3WQOEUGGJ1H01BC	Contoso Motors	Minivan	2005	FWD	6 Cylinder	White Silver	Smoke White	Automatic
1869	869	552KVXMT7HLB031E9	Contoso Motors	Minivan	2007	FWD	6 Cylinder	Racing Green	Beige	Automatic
1870	131	MLFFX7XURJHTIQ670	Contoso Motors	Crossover	2016	FWD	4 Cylinder	Silver	Dark Gray	Automatic
1871	100	0OTTMK0TJTZRN6GHM	Contoso Motors	Hatchback	2013	AWD	Electric	Deep Blue	Brown	Automatic
1872	34	UAMGBQH7MRNQF3P7C	Contoso Motors	Truck	2013	FWD	Electric	Silver	Black	Automatic
1873	133	Z4BWOKJ4K9746485Z	Contoso Motors	Crossover	2014	FWD	Electric	Silver	Black	Automatic
1874	38	M65841L7FNKYEPQ1D	Contoso Motors	Sedan	2007	FWD	Hybrid	Thunder Gray	Gray	Semi-automatic
1875	148	YM5490ZK7EDU2UB2J	Contoso Motors	Hatchback	2004	AWD	Electric	Deep Blue	Brown	Automatic
1876	876	QTIB92YVNGGZ5NCSB	Contoso Motors	Minivan	2011	FWD	6 Cylinder	Blue	Old Lace	Automatic
1877	143	23RLNWFGBMPZ5R283	Contoso Motors	SUV	2007	AWD	Hybrid	Silver	Black	Automatic
1878	150	RZF15ASCAPSG1YFX5	Contoso Motors	SUV	2005	FWD	Electric	Silver	Black	Automatic
1879	783	GHZE1IXGUO2ST98OX	Contoso Motors	Commercial	2011	AWD	8 Cylinder	Silver	Black	Automatic
1880	880	CFYAOEH0C1H0UCXTF	Contoso Motors	Convertible 2DR	2013	AWD	6 Cylinder	White Silver	Smoke White	Automatic
1881	163	AO2M20D51UUYDZFT0	Contoso Motors	Coupe	2016	RWD	Hybrid	Midnight Black	Silverstone	Automatic
1882	882	GAE2DZ0TO7X99Z5K5	Contoso Motors	Hybrid	2014	FWD	Hybrid	Thunder Gray	Gray	Semi-automatic
1883	82	6PSV5WJIRTVY7476X	Contoso Motors	Truck	2010	AWD	Electric	Silver	Black	Automatic
1884	154	DETPST38DZY7DXE21	Contoso Motors	Wagon	2005	AWD	Electric	Thunder Gray	Gray	Automatic
1885	98	RYLMK2QG390E4DJP2	Contoso Motors	Sedan	2013	AWD	Hybrid	Volcanic Orange	White	Semi-automatic
1886	158	4ESZLV9P45UX28XB6	Contoso Motors	Sedan	2007	FWD	Hybrid	Volcanic Orange	White	Semi-automatic
1887	227	HN4NBI7CWAIBSU9SZ	Contoso Motors	Sedan	2012	FWD	Hybrid	Pepper White	Dark Gray	Semi-automatic
1888	207	VFIZXSGDTRI7MDRUG	Contoso Motors	Hatchback	2012	FWD	Electric	Midnight Black	Silverstone	Automatic
1889	160	YUU2FD5H2K66V8NKV	Contoso Motors	Truck	2007	FWD	Electric	Silver	Black	Automatic
1890	296	AA3EHHRB707R62KHH	Contoso Motors	Truck	2016	AWD	Electric	Silver	Black	Automatic
1891	307	NI1WFQKIABQN1EA4I	Contoso Motors	Coupe	2007	AWD	Hybrid	Silver	Red	Automatic
1892	892	XOX7TQJKPSIDBHE9V	Contoso Motors	Hybrid	2014	FWD	Hybrid	Blazing Gray	Nutmeg	Semi-automatic
1893	153	XZBMPMLG88ST2A1VY	Contoso Motors	SUV	2011	FWD	8 Cylinder	Silver	Black	Automatic
1894	182	7NNFSYIU12C79B34H	Contoso Motors	Commercial	2011	AWD	8 Cylinder	Silver	Black	Automatic
1895	895	ZMKK68LG6P29T391M	Contoso Motors	Convertible 2DR	2006	AWD	Hybrid	Pepper White	Dark Gray	Automatic
1896	157	L7LK0N5XKOZMGRKO0	Contoso Motors	Crossover	2004	FWD	Hybrid	Silver	Black	Automatic
1897	158	9WUAZI8WYKE2HLN74	Contoso Motors	SUV	2010	AWD	6 Cylinder	Silver	Black	Automatic
1898	898	89K02IJKPPMHR6P29	Contoso Motors	Minivan	2005	FWD	6 Cylinder	Blue	Old Lace	Automatic
1899	173	QKCHRE6RZGZ9RN71P	Contoso Motors	SUV	2014	AWD	Hybrid	Silver	Black	Automatic
1900	900	7A5P5CAVN7ECYUWB3	Contoso Motors	Minivan	2016	FWD	6 Cylinder	Deep Blue	Brown	Automatic
1901	176	WA487EEOQ5WCKZYLR	Contoso Motors	SUV	2013	AWD	4 Cylinder	Silver	Black	Automatic
1902	902	18EAJ0D3N68L32XHZ	Contoso Motors	Minivan	2013	FWD	6 Cylinder	White Silver	Smoke White	Automatic
1903	903	KL6L0A8IGL5OMNCLY	Contoso Motors	Minivan	2014	FWD	6 Cylinder	Racing Green	Beige	Automatic
1904	904	A6W492X9QZZIOIHMJ	Contoso Motors	Minivan	2015	FWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
1905	905	LJWY307L1YB167PUX	Contoso Motors	Minivan	2004	FWD	6 Cylinder	Electric Blue	Red	Automatic
1906	906	2EEIVXYW67W47AMWE	Contoso Motors	Minivan	2010	FWD	6 Cylinder	Thunder Gray	Gray	Automatic
1907	255	H623WDYR5UVWD9OTB	Contoso Motors	Sedan	2013	AWD	Hybrid	Silver	Ivory	Automatic
1908	347	XBN0KTOXQE3Y0W7H2	Contoso Motors	Hatchback	2007	FWD	Electric	Silver	Ivory	Automatic
1909	275	G535XU2EP4EZYQ9V5	Contoso Motors	Sedan	2014	AWD	Hybrid	Pepper White	Dark Gray	Automatic
1910	278	VI8ICCWWC8MXVBNDX	Contoso Motors	Sedan	2010	AWD	Hybrid	Blue	Old Lace	Automatic
1911	177	1LIE370RGVBQSNGYW	Contoso Motors	SUV	2014	AWD	4 Cylinder	Silver	Black	Automatic
1912	321	WLJ9LSVNPL0NN8BRQ	Contoso Motors	Truck	2014	FWD	Electric	Silver	Black	Automatic
1913	344	JKKU5T3KPDSAG2FQN	Contoso Motors	Truck	2015	FWD	Electric	Silver	Black	Automatic
1914	399	0Y2F1LU2675YG73T6	Contoso Motors	Hatchback	2011	FWD	Electric	Electric Blue	Red	Automatic
1915	416	SHCFMZY6U55X1GU6F	Contoso Motors	Wagon	2011	FWD	Electric	Blue	Old Lace	Automatic
1916	916	88KN6269SHW7SO6RX	Contoso Motors	Minivan	2004	FWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
1917	917	63M8BQ5Y0CFK1SOJY	Contoso Motors	Minivan	2005	FWD	6 Cylinder	Electric Blue	Red	Automatic
1918	179	ESSKZFS50KRY3KDVC	Contoso Motors	Crossover	2013	AWD	4 Cylinder	Silver	Black	Automatic
1919	464	7R14LHOCKXGTMX5EQ	Contoso Motors	Wagon	2016	FWD	Electric	Deep Blue	Brown	Automatic
1920	441	SUJUGG82U7R82JVP2	Contoso Motors	Truck	2007	AWD	Electric	Silver	Black	Automatic
1921	181	N5NRZD4B92K2KJFKU	Contoso Motors	Crossover	2005	AWD	4 Cylinder	Silver	Black	Automatic
1922	302	KCBY8S2REET1ZNWWR	Contoso Motors	Sedan	2007	FWD	Hybrid	Deep Blue	Brown	Automatic
1923	42	OOYDCQ5731N18LOMC	Contoso Motors	Wagon	2005	AWD	Hybrid	Blue	Old Lace	Automatic
1924	924	9JYNZBLTIYDQ73N6M	Contoso Motors	Minivan	2013	FWD	6 Cylinder	Deep Blue	Brown	Automatic
1925	191	HUDTMC2MY0LQ4J3TI	Contoso Motors	SUV	2006	FWD	4 Cylinder	Silver	Black	Automatic
1926	198	70PQPODP5A2LE93UA	Contoso Motors	SUV	2013	RWD	12 Cylinder	Silver	Black	Automatic
1927	215	D8E4AYK4RAY0XVG32	Contoso Motors	Commercial	2011	AWD	8 Cylinder	Silver	Black	Automatic
1928	928	ZLRJLFDZKY6PQASXX	Contoso Motors	Convertible 2DR	2004	FWD	4 Cylinder	Blazing Gray	Nutmeg	Automatic
1929	355	E1U7K2VBNE5SZ0785	Contoso Motors	Coupe	2006	FWD	Hybrid	Electric Blue	Red	Automatic
1930	930	0M1PLR2LLPAWSDQA5	Contoso Motors	Hybrid	2014	FWD	Hybrid	Thunder Gray	Gray	Semi-automatic
1931	459	GJVUKI2XMRT53TTTO	Contoso Motors	Truck	2016	RWD	Electric	Silver	Black	Manual
1932	43	HM3MLK42H5QEJE660	Contoso Motors	Hatchback	2007	RWD	Hybrid	Silver	Ivory	Automatic
1933	338	A3EPVS1D5RFF9A1TU	Contoso Motors	Sedan	2015	FWD	Hybrid	Deep Blue	Brown	Automatic
1934	419	1EXU6S978JMN2FSPR	Contoso Motors	Sedan	2011	AWD	Hybrid	Silver	Ivory	Automatic
1935	421	XDP9D86SP6V7QLVQX	Contoso Motors	Sedan	2005	AWD	Hybrid	Midnight Black	Silverstone	Automatic
1936	47	BWPQY645OPHPE6CXZ	Contoso Motors	Hatchback	2006	FWD	Hybrid	Racing Green	Beige	Automatic
1937	41	H0VF7DTNQWLN5ENEG	Contoso Motors	Truck	2004	FWD	8 Cylinder	Silver	Black	Automatic
1938	66	04NMXATAMN8S6VKBB	Contoso Motors	Truck	2016	FWD	8 Cylinder	Silver	Black	Automatic
1939	451	V5E59SEPOBKDUOZQU	Contoso Motors	Coupe	2014	AWD	Hybrid	Pepper White	Dark Gray	Automatic
1940	940	GDYOSNEAIJ2BFYVY9	Contoso Motors	Hybrid	2014	FWD	Hybrid	Blazing Gray	Nutmeg	Semi-automatic
1941	201	A22MHRP7Z0D5TE3XJ	Contoso Motors	SUV	2004	FWD	6 Cylinder	Silver	Black	Automatic
1942	311	9CRW18JAVJ6OQP9HY	Contoso Motors	Commercial	2011	AWD	8 Cylinder	Silver	Black	Automatic
1943	943	5W9DX7TH0HTYSZWT7	Contoso Motors	Convertible 2DR	2012	FWD	4 Cylinder	Pepper White	Dark Gray	Automatic
